sourceCode,sourceName,sourceFrequency,sourceConceptId,sourceName_fi,sourceConceptClass,sourceDomain,sourceValidStartDate,sourceValidEndDate
3139,Optical and electronic equipment operators not elsewhere classified,0,2002200302,Muut optisten ja elektronisten laitteiden k‰ytt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
314,"Ship, aircraft and harbour traffic controllers and technicians",0,2002200303,"Meri-, lento- ja satamaliiikenteen p‰‰llikˆt ja ohjaajat",Profesiona Code,Provider,1970-01-01,2099-12-31
3141,Ships&#39; engineers,0,2002200304,Alusten konep‰‰llikˆt ja konemestarit,Profesiona Code,Provider,1970-01-01,2099-12-31
3142,Pilots and small ships&#39; officers,0,2002200305,Per‰miehet ja pienten alusten p‰‰llikˆt,Profesiona Code,Provider,1970-01-01,2099-12-31
3143,Aircraft pilots and related associate professionals,0,2002200306,Lentokapteenit ja -per‰miehet,Profesiona Code,Provider,1970-01-01,2099-12-31
3144,Air and harbour traffic controllers,0,2002200307,Lento- ja satamaliikenteen ohjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
31441,Air traffic controllers and related associate professionals,0,2002200308,Lennonjohtajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
31442,Harbour traffic controllers,0,2002200309,Satamaliikenteen ohjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3145,Air traffic safety technicians,0,2002200310,Lentoturvallisuusteknikot ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
315,Safety and quality inspectors,0,2002200311,Turvallisuuden ja laadun tarkastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3151,Building and fire inspectors,0,2002200312,Rakennus- ja palotarkastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3152,"Safety, health and quality inspectors",0,2002200313,Tyˆsuojelu- ja tuoteturvallisuuden tarkastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
31521,Occupational safety inspectors,0,2002200314,Tyˆsuojelutarkastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
31522,"Inspectors, product safety and quality inspectors",0,2002200315,"Katsastajat, tuoteturvallisuuden ja laadun tarkastajat",Profesiona Code,Provider,1970-01-01,2099-12-31
32,Life science and health associate professionals,0,2002200316,Maa- ja mets‰taloustieteiden ja terveydenhuollon asiantuntijat,Profesiona Code,Provider,1970-01-01,2099-12-31
321,Life science technicians and related associate professionals,0,2002200317,Maa- ja mets‰taloustieteiden asiantuntijat,Profesiona Code,Provider,1970-01-01,2099-12-31
3211,Life science technicians,0,2002200318,Laborantit ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
3212,Agronomy and forestry technicians,0,2002200319,Agrologit ja mets‰talousteknikot,Profesiona Code,Provider,1970-01-01,2099-12-31
32121,Agrologists,0,2002200320,Agrologit,Profesiona Code,Provider,1970-01-01,2099-12-31
32122,Forestry technicians,0,2002200321,Mets‰talousteknikot,Profesiona Code,Provider,1970-01-01,2099-12-31
3213,"Farming, horticulture and fishery advisers",0,2002200322,"Maatalous-, puutarha- ja kalastusalan neuvojat",Profesiona Code,Provider,1970-01-01,2099-12-31
322,Health associate professionals (except nursing),0,2002200323,Terveydenhuollon asiantuntijat (lukuun ottamatta sairaanhoitoa),Profesiona Code,Provider,1970-01-01,2099-12-31
3222,"Hygienists, health and environmental officers",0,2002200324,Terveystarkastajat ja ymp‰ristˆnsuojelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
32221,Health officers,0,2002200325,Terveystarkastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
32222,Environmental officers,0,2002200326,Ymp‰ristˆnsuojelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3223,Dieticians and nutritionists,0,2002200327,Ravitsemusalan asiantuntijat,Profesiona Code,Provider,1970-01-01,2099-12-31
3224,Optometrists and opticians,0,2002200328,Optikot,Profesiona Code,Provider,1970-01-01,2099-12-31
3225,Dental hygienists,0,2002200329,Hammashuoltajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3226,Physiotherapists and occupational therapists,0,2002200330,"Fysioterapeutit, toimintaterapeutit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
32261,Physiotherapists,0,2002200331,Fysioterapeutit,Profesiona Code,Provider,1970-01-01,2099-12-31
32262,Occupational therapists,0,2002200332,Toimintaterapeutit,Profesiona Code,Provider,1970-01-01,2099-12-31
32269,Other therapists,0,2002200333,Muut terapeutit,Profesiona Code,Provider,1970-01-01,2099-12-31
3227,Veterinary assistants,0,2002200334,Seminologit ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
3228,Pharmacists,0,2002200335,Farmaseutit,Profesiona Code,Provider,1970-01-01,2099-12-31
3229,Nature healers,0,2002200336,Luontaisparantajat,Profesiona Code,Provider,1970-01-01,2099-12-31
323,Nursing and related associate professionals,0,2002200337,"Sairaanhoitajat, k‰tilˆt ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3231,Nursing and related associate professionals,0,2002200338,Sairaanhoitajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
32311,Nurses,0,2002200339,Sairaanhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
32312,Public health nurses,0,2002200340,Terveydenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
32313,Radiographers,0,2002200341,Rˆntgenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
32314,Medical laboratory technologists,0,2002200342,Laboratoriohoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
32315,Hearing testers,0,2002200343,Kuulontutkijat,Profesiona Code,Provider,1970-01-01,2099-12-31
3232,Midwives,0,2002200344,K‰tilˆt,Profesiona Code,Provider,1970-01-01,2099-12-31
33,Traffic instructors and other teaching associate professionals,0,2002200345,Liikenneopettajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
334,Traffic instructors and other teaching associate professionals,0,2002200346,Liikenneopettajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
3340,"Traffic instructors, hairdresser, beautician and related teaching associate professionals",0,2002200347,"Liikenneopettajat, kampaamo- ja kosmetologikoulujen opettajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
34,Other associate professionals,0,2002200348,Liikealan ja muiden palvelualojen asiantuntijat,Profesiona Code,Provider,1970-01-01,2099-12-31
341,Finance and sales associate professionals,0,2002200349,Myynnin ja rahoituksen asiantuntijat,Profesiona Code,Provider,1970-01-01,2099-12-31
3411,Securities and finance dealers and brokers,0,2002200350,Arvopaperi- ja valuuttakauppiaat,Profesiona Code,Provider,1970-01-01,2099-12-31
3412,Insurance representatives,0,2002200351,Vakuutusalan asiamiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
3413,Estate agents and property managers,0,2002200352,Kiinteistˆnv‰litt‰j‰t ja is‰nnˆitsij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
34131,Estate agents,0,2002200353,Kiinteistˆnv‰litt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
34132,Property managers,0,2002200354,Is‰nnˆitsij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3414,Travel consultants and organisers,0,2002200355,Matkailuasiamiehet ja matkanj‰rjest‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3415,Technical and commercial sales representatives,0,2002200356,"Myyntineuvottelijat, -edustajat ja -sihteerit",Profesiona Code,Provider,1970-01-01,2099-12-31
34151,Sales consultants and sales representatives,0,2002200357,Myyntineuvottelijat ja myyntiedustajat,Profesiona Code,Provider,1970-01-01,2099-12-31
34152,Sales and exports secretaries,0,2002200358,Myynti- ja vientisihteerit,Profesiona Code,Provider,1970-01-01,2099-12-31
34153,Wholesale dealers,0,2002200359,Tukkumyyj‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3416,Buyers,0,2002200360,Ostajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3417,"Appraisers, valuers and auctioneers",0,2002200361,Vahinkotarkastajat ja huutokaupanpit‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3419,Finance and sales associate professionals not elsewhere classified,0,2002200362,Myynnin ja rahoituksen esimiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
34191,Superiors at banks and post offices,0,2002200363,Pankkien ja postien esimiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
34192,Shop managers and small shopkeepers,0,2002200364,Myym‰l‰nhoitajat ja pienkauppiaat,Profesiona Code,Provider,1970-01-01,2099-12-31
34193,Service station managers,0,2002200365,Huoltoasemanhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
34194,Office managers,0,2002200366,Toimistonhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
342,Business services agents and trade brokers,0,2002200367,Liike-el‰m‰n palvelujen v‰litt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3421,Trade brokers,0,2002200368,Kauppa-agentit,Profesiona Code,Provider,1970-01-01,2099-12-31
3422,Clearing and forwarding agents,0,2002200369,Huolitsijat ja tullaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3423,Employment agents and labour contractors,0,2002200370,Tyˆnv‰litt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3429,Business services agents and trade brokers not elsewhere classified,0,2002200371,Muut liike-el‰m‰n palvelujen v‰litt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
343,Administrative associate professionals,0,2002200372,Hallinnolliset toimihenkilˆt,Profesiona Code,Provider,1970-01-01,2099-12-31
3431,Administrative secretaries and related associate professionals,0,2002200373,"Johdon sihteerit, osastosihteerit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3432,Legal and related business associate professionals,0,2002200374,Oikeudenk‰yntiasiamiehet ja ulosottomiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
3433,Bookkeepers,0,2002200375,Kirjanpit‰j‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
3434,"Statistical, mathematical and related associate professionals",0,2002200376,"Tilastonlaatijat, haastattelijat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
344,"Customs inspectors, frontier and coast guards, government tax officials and related associate professional",0,2002200377,"Tullivirkamiehet, raja- ja merivartijat, verovalmistelijat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3441,"Customs inspectors, frontier guards and coast guards",0,2002200378,Tullivirkamiehet ja raja- ja merivartijat,Profesiona Code,Provider,1970-01-01,2099-12-31
34411,Customs inspectors,0,2002200379,Tullivirkamiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
34412,Frontier and coast guards,0,2002200380,Raja- ja merivartijat,Profesiona Code,Provider,1970-01-01,2099-12-31
3442,Government tax and excise officials,0,2002200381,Verovalmistelijat ja -tarkastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
3443,Government social benefits officials,0,2002200382,Sosiaaliturvatoimihenkilˆt,Profesiona Code,Provider,1970-01-01,2099-12-31
345,Police inspectors and detectives,0,2002200383,Komisariot ja ylikonstaapelit,Profesiona Code,Provider,1970-01-01,2099-12-31
3450,Police inspectors and detectives,0,2002200384,Komisariot ja ylikonstaapelit,Profesiona Code,Provider,1970-01-01,2099-12-31
346,Social instructors and related associate professionals,0,2002200385,Sosiaalialan ohjaajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
3460,Social instructors and related associate professionals,0,2002200386,Sosiaalialan ohjaajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
34601,Social work instructors and educators,0,2002200387,Sosiaalialan ohjaajat ja kasvattajat,Profesiona Code,Provider,1970-01-01,2099-12-31
34602,Youth leaders,0,2002200388,Nuoriso-ohjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
34603,Work and craft leaders,0,2002200389,Tyˆn- ja askartelunohjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
347,"Artistic, entertainment and sports associate professionals",0,2002200390,"Taidealan asiantuntijat, viihdetaiteilijat, urheilijat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3471,Artistic and crafts and design associate professionals and producer&#39;s assistants,0,2002200391,"Taidealan asiantuntijat, kuvaussihteerit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
34711,Artistic and crafts and design associate professionals,0,2002200392,Taide- ja taideteollisen alan asiantuntijat,Profesiona Code,Provider,1970-01-01,2099-12-31
34712,Producer&#39;s assistants and related associate professionals,0,2002200393,Kuvaussihteerit ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
3472,"Radio, television and other announcers",0,2002200394,"Juontajat, kuuluttajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3473,"Night-club and related musicians, singers and dancers",0,2002200395,"Viihdemuusikot, laulajat, tanssijat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3474,"Clowns, magicians, acrobats and related associate professionals",0,2002200396,"Klovnit, taikurit, akrobaatit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
3475,"Athletes, sportspersons, coaches, physical exercise instructors and related associate professionals",0,2002200397,"Urheilijat, urheiluvalmentajat, liikunnanohjaajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
34751,"Athletes, sportspersons and coaches",0,2002200398,Urheilijat ja urheiluvalmentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
34752,Physical exercise and sports instructors,0,2002200399,Urheilu- ja liikunnanohjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
348,Religious associate professionals,0,2002200400,Seurakuntatyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
3480,"Deacons, deaconesses and religious associate professionals",0,2002200401,Diakonit ja seurakuntatyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
34801,Deacons and deaconesses,0,2002200402,Diakonit ja diakonissat,Profesiona Code,Provider,1970-01-01,2099-12-31
34809,Other religious associate professionals,0,2002200403,Muut seurakuntatyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4,Clerks,0,2002200404,Toimisto- ja asiakaspalvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
41,Office clerks,0,2002200405,Toimistotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
411,Secretaries and keyboard-operating clerks,0,2002200406,"Sihteerit, tekstink‰sittelij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
4112,Word-processor and related operators,0,2002200407,Tekstink‰sittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4113,Data entry operators,0,2002200408,Tallentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
4114,Calculating-machine operators,0,2002200409,Laskuttajat,Profesiona Code,Provider,1970-01-01,2099-12-31
4115,Secretaries,0,2002200410,Sihteerit,Profesiona Code,Provider,1970-01-01,2099-12-31
412,Payroll accounting and insurance clerks,0,2002200411,"Palkanlaskijat, vakuutusk‰sittelij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
4121,Payroll accounting and book-keeping clerks,0,2002200412,"Palkanlaskijat, kassanhoitajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
4122,Insurance clerks,0,2002200413,Vakuutusalan konttoritoimihenkilˆt,Profesiona Code,Provider,1970-01-01,2099-12-31
413,Material-recording and transport clerks,0,2002200414,Kuljetuksen ja varastoinnin toimistotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4131,Stock clerks,0,2002200415,Varastonhoitajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
4133,Rail traffic controllers and other transport clerks,0,2002200416,Raideliikenteen ohjaajat ja muut kuljetuksen toimistotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
41331,Rail traffic controllers,0,2002200417,Raideliikenteen ohjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
41339,Other transport clerks,0,2002200418,Muut kuljetuksen ja huolinnan toimistotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
414,"Library, mail and related clerks",0,2002200419,"Kirjastojen, postitoimistojen ym. tyˆntekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
4141,Library and filing clerks,0,2002200420,"Kirjasto-, arkisto- ja museotyˆntekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
4142,"Mail carriers, sorting clerks and porters",0,2002200421,Postink‰sittelij‰t ja toimistovahtimestarit,Profesiona Code,Provider,1970-01-01,2099-12-31
41421,Mail carriers and sorting clerks,0,2002200422,Postinkantajat ja -lajittelijat,Profesiona Code,Provider,1970-01-01,2099-12-31
41422,Porters,0,2002200423,Toimistovahtimestarit,Profesiona Code,Provider,1970-01-01,2099-12-31
419,Other office clerks,0,2002200424,Muut toimistotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4190,Other office clerks,0,2002200425,Muut toimistotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
42,Customer services clerks,0,2002200426,Asiakaspalvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
421,"Cashiers, tellers and related clerks",0,2002200427,Rahaliikenteen asiakaspalvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4211,Cashiers and ticket clerks,0,2002200428,Lipunmyyj‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4212,Tellers and other counter clerks,0,2002200429,Posti- ja pankkitoimihenkilˆt,Profesiona Code,Provider,1970-01-01,2099-12-31
4213,Croupiers and related clerks,0,2002200430,Bingo- ja kasinopelien hoitajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
4214,Pawnbrokers and money-lenders,0,2002200431,Panttilainaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
4215,Debt-collectors and related workers,0,2002200432,Maksujenperij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
422,Client information clerks,0,2002200433,Muut asiakaspalvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
4221,Travel agency and related clerks,0,2002200434,Matkatoimistovirkailijat,Profesiona Code,Provider,1970-01-01,2099-12-31
4222,Receptionists and information clerks,0,2002200435,Vastaanoton ja neuvonnan hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
4223,Telephone switchboard operators and emergency officers,0,2002200436,Puhelinvaihteenhoitajat ja h‰lytysp‰ivyst‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
42231,Telephone switchboard operators,0,2002200437,Puhelinvaihteenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
42232,Emergency officers,0,2002200438,H‰lytysp‰ivyst‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5,"Service and care workers, and shop and market sales workers",0,2002200439,"Palvelu-, myynti- ja hoitotyˆntekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
51,Personal and protective services workers,0,2002200440,Palvelu- ja suojelutyˆntekij‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
511,Travel attendants and related workers,0,2002200441,Matkustuspalvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5111,Travel attendants and travel stewards,0,2002200442,"Lentoem‰nn‰t, purserit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
5112,Transport conductors,0,2002200443,"Konduktˆˆrit, rahastajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
5113,Travel guides and tour leaders,0,2002200444,Matkaoppaat ja matkanjohtajat,Profesiona Code,Provider,1970-01-01,2099-12-31
512,Housekeeping and restaurant services workers,0,2002200445,Ravintola- ja suurtaloustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5121,Housekeepers and related supervisors,0,2002200446,"Ravintola-, suurtalous- ym. esimiehet",Profesiona Code,Provider,1970-01-01,2099-12-31
51211,Housekeeping and restaurant services supervisors,0,2002200447,Ravintola- ja suurtalousesimiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
51212,Cleaning supervisors,0,2002200448,Siivoustyˆnjohtajat,Profesiona Code,Provider,1970-01-01,2099-12-31
5122,Cooks,0,2002200449,"Kokit, keitt‰j‰t ja kylm‰kˆt",Profesiona Code,Provider,1970-01-01,2099-12-31
5123,"Waiters, waitresses and bartenders",0,2002200450,Tarjoilutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
513,"Practical nurses, childminders and home care assistants",0,2002200451,"Perus- ja l‰hihoitajat, lasten- ja kodinhoitajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
5131,Child-care workers,0,2002200452,Lastenhoitotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
51311,Childminders and kindergarten assistants,0,2002200453,Lastenhoitajat ja p‰iv‰kotiapulaiset,Profesiona Code,Provider,1970-01-01,2099-12-31
51312,Private childminders,0,2002200454,Perhep‰iv‰hoitajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
5132,Practical nurses,0,2002200455,"Perushoitajat, l‰hihoitajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
51321,Practical nurses,0,2002200456,Perushoitajat ja l‰hihoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51322,Practical mental nurses,0,2002200457,Mielenterveyshoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51323,Hospital and ambulance attendants,0,2002200458,L‰‰kint‰vahtimestari-sairaankuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51324,Mental handicap nurses,0,2002200459,Kehitysvammaistenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51325,Dental assistants,0,2002200460,Hammashoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51326,Social work assistants,0,2002200461,Sosiaalialan hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51327,Equipment maintenance assistants,0,2002200462,V‰linehuoltajat,Profesiona Code,Provider,1970-01-01,2099-12-31
5133,"Home care assistants, personal care workers",0,2002200463,"Kodinhoitajat, henkilˆkohtaiset avustajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
51331,Home care assistants,0,2002200464,Kodinhoitajat ja kotiavustajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51332,Personal care workers,0,2002200465,Henkilˆkohtaiset avustajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
5139,Pharmaceutical assistants,0,2002200466,Apteekkien l‰‰ketyˆntekij‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
51391,Pharmaceutical assistants,0,2002200467,Apteekkien l‰‰ketyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
51399,Veterinary aids,0,2002200468,El‰inl‰‰kint‰avustajat,Profesiona Code,Provider,1970-01-01,2099-12-31
514,Other personal services workers,0,2002200469,Henkilˆkohtaisen palvelun tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5141,"Hairdressers, barbers, beauticians and related workers",0,2002200470,"Kampaajat, parturit, kosmetologit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
51411,Hairdressers and barbers,0,2002200471,Kampaajat ja parturit,Profesiona Code,Provider,1970-01-01,2099-12-31
51412,Beauticians,0,2002200472,Kauneudenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
51413,Practical rehabilitation nurses and chiropodists,0,2002200473,"Kuntohoitajat, jalkojenhoitajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
51419,Bath attendants and related workers,0,2002200474,Kylvett‰j‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
5143,Undertakers and embalmers,0,2002200475,Hautauspalvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
51431,Undertakers and related funeral workers,0,2002200476,Hautaustoimistonhoitajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
51432,Other funeral workers,0,2002200477,Muut hautaustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5149,Other personal services workers not elsewhere classified,0,2002200478,Muut henkilˆkohtaisen palvelun tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
516,Protective services workers,0,2002200479,Suojelu- ja vartiointityˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5161,Fire-fighters,0,2002200480,Palomiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
5162,Police officers,0,2002200481,Poliisit,Profesiona Code,Provider,1970-01-01,2099-12-31
5163,Prison guards,0,2002200482,Vanginvartijat,Profesiona Code,Provider,1970-01-01,2099-12-31
5169,Protective services workers not elsewhere classified,0,2002200483,Valvojat ja vartijat,Profesiona Code,Provider,1970-01-01,2099-12-31
52,"Models, salespersons and demonstrators",0,2002200484,"Mallit, myyj‰t ja tuote-esittelij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
521,Fashion and other models,0,2002200485,Mallit,Profesiona Code,Provider,1970-01-01,2099-12-31
5210,Fashion and other models,0,2002200486,Mallit,Profesiona Code,Provider,1970-01-01,2099-12-31
522,"Shop, stall and market salespersons and demonstrators",0,2002200487,Myyj‰t ja tuote-esittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
5220,"Shop, stall and market salespersons and demonstrators",0,2002200488,Myyj‰t ja tuote-esittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
52201,Demonstrators,0,2002200489,Tuote-esittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
52202,Salespersons and cashiers,0,2002200490,Myyj‰t ja myym‰l‰kassanhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
52203,Salespersons in specialised shops,0,2002200491,Erikoismyyj‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
6,Skilled agricultural and fishery workers,0,2002200492,"Maanviljelij‰t, mets‰tyˆntekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
61,Skilled agricultural and fishery workers,0,2002200493,"Maanviljelij‰t, mets‰tyˆntekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
611,Market gardeners and crop growers,0,2002200494,Pelto- ja puutarhaviljelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
6111,Field crop and vegetable growers,0,2002200495,Peltoviljelij‰t ja peltoviljelytyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
61111,Field crop growers,0,2002200496,Peltoviljelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
61112,Field crop supervisors and workers,0,2002200497,Peltoviljelytyˆnjohtajat ja -tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
6112,"Gardeners, horticultural and nursery growers and workers",0,2002200498,Puutarha- ja kasvihuoneviljelij‰t ja -tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
61121,"Gardeners, horticultural and nursery growers",0,2002200499,Puutarha- ja kasvihuoneviljelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
61122,Horticultural and nursery supervisors,0,2002200500,Puutarha- ja kasvihuonetyˆnjohtajat,Profesiona Code,Provider,1970-01-01,2099-12-31
61123,Horticultural and nursery workers,0,2002200501,Puutarha-  ja kasvihuonetyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
612,Animal producers and related workers,0,2002200502,El‰intenkasvattajat ja -hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
6121,Dairy and livestock producers,0,2002200503,El‰intenkasvattajat,Profesiona Code,Provider,1970-01-01,2099-12-31
6122,Dairy and livestock workers,0,2002200504,El‰intenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
6123,Farmer&#39;s locums,0,2002200505,Maatalouslomittajat,Profesiona Code,Provider,1970-01-01,2099-12-31
6129,Animal producers and related workers not elsewhere classified,0,2002200506,Muut el‰intenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
613,Crop and animal producers and workers,0,2002200507,Yhdistetyn maanviljelyn ja el‰intenhoidon harjoittajat ja tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
